file,label,label_encoded
blues.00095.wav,blues,0
blues.00046.wav,blues,0
blues.00077.wav,blues,0
blues.00071.wav,blues,0
blues.00038.wav,blues,0
blues.00031.wav,blues,0
blues.00001.wav,blues,0
blues.00009.wav,blues,0
blues.00014.wav,blues,0
blues.00099.wav,blues,0
blues.00089.wav,blues,0
blues.00052.wav,blues,0
blues.00080.wav,blues,0
blues.00066.wav,blues,0
blues.00084.wav,blues,0
blues.00036.wav,blues,0
blues.00076.wav,blues,0
blues.00032.wav,blues,0
blues.00067.wav,blues,0
blues.00030.wav,blues,0
blues.00051.wav,blues,0
blues.00053.wav,blues,0
blues.00056.wav,blues,0
blues.00037.wav,blues,0
blues.00044.wav,blues,0
blues.00086.wav,blues,0
blues.00096.wav,blues,0
blues.00097.wav,blues,0
blues.00049.wav,blues,0
blues.00078.wav,blues,0
blues.00000.wav,blues,0
blues.00074.wav,blues,0
blues.00026.wav,blues,0
blues.00088.wav,blues,0
blues.00022.wav,blues,0
blues.00057.wav,blues,0
blues.00028.wav,blues,0
blues.00058.wav,blues,0
blues.00072.wav,blues,0
blues.00033.wav,blues,0
blues.00011.wav,blues,0
blues.00025.wav,blues,0
blues.00007.wav,blues,0
blues.00015.wav,blues,0
blues.00005.wav,blues,0
blues.00073.wav,blues,0
blues.00065.wav,blues,0
blues.00098.wav,blues,0
blues.00039.wav,blues,0
blues.00087.wav,blues,0
blues.00059.wav,blues,0
blues.00091.wav,blues,0
blues.00024.wav,blues,0
blues.00069.wav,blues,0
blues.00010.wav,blues,0
blues.00075.wav,blues,0
blues.00081.wav,blues,0
blues.00018.wav,blues,0
blues.00085.wav,blues,0
blues.00082.wav,blues,0
blues.00020.wav,blues,0
blues.00055.wav,blues,0
blues.00034.wav,blues,0
blues.00029.wav,blues,0
blues.00023.wav,blues,0
blues.00092.wav,blues,0
blues.00027.wav,blues,0
blues.00045.wav,blues,0
blues.00041.wav,blues,0
blues.00006.wav,blues,0
blues.00054.wav,blues,0
blues.00002.wav,blues,0
blues.00017.wav,blues,0
blues.00021.wav,blues,0
blues.00050.wav,blues,0
blues.00008.wav,blues,0
blues.00016.wav,blues,0
blues.00083.wav,blues,0
blues.00070.wav,blues,0
blues.00035.wav,blues,0
classical.00071.wav,classical,1
classical.00042.wav,classical,1
classical.00097.wav,classical,1
classical.00027.wav,classical,1
classical.00061.wav,classical,1
classical.00006.wav,classical,1
classical.00084.wav,classical,1
classical.00029.wav,classical,1
classical.00099.wav,classical,1
classical.00077.wav,classical,1
classical.00037.wav,classical,1
classical.00044.wav,classical,1
classical.00096.wav,classical,1
classical.00036.wav,classical,1
classical.00079.wav,classical,1
classical.00067.wav,classical,1
classical.00078.wav,classical,1
classical.00038.wav,classical,1
classical.00057.wav,classical,1
classical.00000.wav,classical,1
classical.00086.wav,classical,1
classical.00073.wav,classical,1
classical.00064.wav,classical,1
classical.00021.wav,classical,1
classical.00054.wav,classical,1
classical.00041.wav,classical,1
classical.00032.wav,classical,1
classical.00026.wav,classical,1
classical.00081.wav,classical,1
classical.00015.wav,classical,1
classical.00082.wav,classical,1
classical.00005.wav,classical,1
classical.00033.wav,classical,1
classical.00001.wav,classical,1
classical.00069.wav,classical,1
classical.00031.wav,classical,1
classical.00093.wav,classical,1
classical.00003.wav,classical,1
classical.00045.wav,classical,1
classical.00012.wav,classical,1
classical.00008.wav,classical,1
classical.00098.wav,classical,1
classical.00065.wav,classical,1
classical.00009.wav,classical,1
classical.00090.wav,classical,1
classical.00028.wav,classical,1
classical.00068.wav,classical,1
classical.00053.wav,classical,1
classical.00049.wav,classical,1
classical.00022.wav,classical,1
classical.00059.wav,classical,1
classical.00014.wav,classical,1
classical.00075.wav,classical,1
classical.00095.wav,classical,1
classical.00035.wav,classical,1
classical.00052.wav,classical,1
classical.00040.wav,classical,1
classical.00088.wav,classical,1
classical.00048.wav,classical,1
classical.00030.wav,classical,1
classical.00051.wav,classical,1
classical.00058.wav,classical,1
classical.00019.wav,classical,1
classical.00063.wav,classical,1
classical.00023.wav,classical,1
classical.00020.wav,classical,1
classical.00047.wav,classical,1
classical.00043.wav,classical,1
classical.00089.wav,classical,1
classical.00025.wav,classical,1
classical.00007.wav,classical,1
classical.00074.wav,classical,1
classical.00060.wav,classical,1
classical.00024.wav,classical,1
classical.00087.wav,classical,1
classical.00002.wav,classical,1
classical.00070.wav,classical,1
classical.00091.wav,classical,1
classical.00066.wav,classical,1
classical.00092.wav,classical,1
country.00060.wav,country,2
country.00030.wav,country,2
country.00062.wav,country,2
country.00003.wav,country,2
country.00087.wav,country,2
country.00042.wav,country,2
country.00084.wav,country,2
country.00071.wav,country,2
country.00013.wav,country,2
country.00033.wav,country,2
country.00047.wav,country,2
country.00028.wav,country,2
country.00006.wav,country,2
country.00023.wav,country,2
country.00048.wav,country,2
country.00020.wav,country,2
country.00014.wav,country,2
country.00008.wav,country,2
country.00095.wav,country,2
country.00055.wav,country,2
country.00009.wav,country,2
country.00011.wav,country,2
country.00077.wav,country,2
country.00045.wav,country,2
country.00001.wav,country,2
country.00073.wav,country,2
country.00012.wav,country,2
country.00049.wav,country,2
country.00018.wav,country,2
country.00029.wav,country,2
country.00019.wav,country,2
country.00092.wav,country,2
country.00079.wav,country,2
country.00051.wav,country,2
country.00052.wav,country,2
country.00089.wav,country,2
country.00016.wav,country,2
country.00034.wav,country,2
country.00004.wav,country,2
country.00041.wav,country,2
country.00081.wav,country,2
country.00083.wav,country,2
country.00096.wav,country,2
country.00040.wav,country,2
country.00022.wav,country,2
country.00026.wav,country,2
country.00002.wav,country,2
country.00082.wav,country,2
country.00094.wav,country,2
country.00024.wav,country,2
country.00059.wav,country,2
country.00057.wav,country,2
country.00044.wav,country,2
country.00098.wav,country,2
country.00070.wav,country,2
country.00074.wav,country,2
country.00072.wav,country,2
country.00090.wav,country,2
country.00093.wav,country,2
country.00017.wav,country,2
country.00069.wav,country,2
country.00043.wav,country,2
country.00099.wav,country,2
country.00065.wav,country,2
country.00066.wav,country,2
country.00015.wav,country,2
country.00025.wav,country,2
country.00036.wav,country,2
country.00038.wav,country,2
country.00021.wav,country,2
country.00039.wav,country,2
country.00050.wav,country,2
country.00091.wav,country,2
country.00076.wav,country,2
country.00086.wav,country,2
country.00027.wav,country,2
country.00068.wav,country,2
country.00031.wav,country,2
country.00000.wav,country,2
country.00032.wav,country,2
disco.00093.wav,disco,3
disco.00072.wav,disco,3
disco.00048.wav,disco,3
disco.00004.wav,disco,3
disco.00023.wav,disco,3
disco.00054.wav,disco,3
disco.00069.wav,disco,3
disco.00001.wav,disco,3
disco.00038.wav,disco,3
disco.00071.wav,disco,3
disco.00055.wav,disco,3
disco.00075.wav,disco,3
disco.00036.wav,disco,3
disco.00042.wav,disco,3
disco.00094.wav,disco,3
disco.00034.wav,disco,3
disco.00028.wav,disco,3
disco.00008.wav,disco,3
disco.00026.wav,disco,3
disco.00047.wav,disco,3
disco.00002.wav,disco,3
disco.00043.wav,disco,3
disco.00060.wav,disco,3
disco.00077.wav,disco,3
disco.00059.wav,disco,3
disco.00009.wav,disco,3
disco.00076.wav,disco,3
disco.00014.wav,disco,3
disco.00079.wav,disco,3
disco.00049.wav,disco,3
disco.00046.wav,disco,3
disco.00095.wav,disco,3
disco.00020.wav,disco,3
disco.00082.wav,disco,3
disco.00029.wav,disco,3
disco.00078.wav,disco,3
disco.00086.wav,disco,3
disco.00064.wav,disco,3
disco.00098.wav,disco,3
disco.00033.wav,disco,3
disco.00031.wav,disco,3
disco.00070.wav,disco,3
disco.00092.wav,disco,3
disco.00088.wav,disco,3
disco.00035.wav,disco,3
disco.00087.wav,disco,3
disco.00061.wav,disco,3
disco.00030.wav,disco,3
disco.00025.wav,disco,3
disco.00074.wav,disco,3
disco.00012.wav,disco,3
disco.00007.wav,disco,3
disco.00052.wav,disco,3
disco.00044.wav,disco,3
disco.00006.wav,disco,3
disco.00032.wav,disco,3
disco.00015.wav,disco,3
disco.00068.wav,disco,3
disco.00013.wav,disco,3
disco.00085.wav,disco,3
disco.00089.wav,disco,3
disco.00065.wav,disco,3
disco.00011.wav,disco,3
disco.00017.wav,disco,3
disco.00024.wav,disco,3
disco.00040.wav,disco,3
disco.00041.wav,disco,3
disco.00056.wav,disco,3
disco.00083.wav,disco,3
disco.00057.wav,disco,3
disco.00019.wav,disco,3
disco.00063.wav,disco,3
disco.00003.wav,disco,3
disco.00018.wav,disco,3
disco.00051.wav,disco,3
disco.00084.wav,disco,3
disco.00021.wav,disco,3
disco.00050.wav,disco,3
disco.00027.wav,disco,3
disco.00062.wav,disco,3
hiphop.00022.wav,hiphop,4
hiphop.00006.wav,hiphop,4
hiphop.00007.wav,hiphop,4
hiphop.00063.wav,hiphop,4
hiphop.00018.wav,hiphop,4
hiphop.00052.wav,hiphop,4
hiphop.00048.wav,hiphop,4
hiphop.00066.wav,hiphop,4
hiphop.00039.wav,hiphop,4
hiphop.00003.wav,hiphop,4
hiphop.00021.wav,hiphop,4
hiphop.00077.wav,hiphop,4
hiphop.00043.wav,hiphop,4
hiphop.00004.wav,hiphop,4
hiphop.00075.wav,hiphop,4
hiphop.00019.wav,hiphop,4
hiphop.00079.wav,hiphop,4
hiphop.00038.wav,hiphop,4
hiphop.00082.wav,hiphop,4
hiphop.00008.wav,hiphop,4
hiphop.00061.wav,hiphop,4
